"logFC"	"logCPM"	"PValue"
"1"	-0.176651109892821	16.2080073541928	0.329717204375328
"2"	-0.00325487795879488	15.0621282613065	0.991346215425632
"3"	-0.186457747918012	16.2767237025746	0.167718853436981
"4"	-0.441216075510255	12.5190745643367	0.100707088729759
"5"	0.00965985664710453	14.247716607376	0.9647428965836
"6"	0.0465107123217365	16.4699544096802	0.728649409071618
"7"	-0.16527941742061	16.3312834297266	0.108023348489881
"8"	-0.0979215217327995	14.6104020806085	0.511006928691207
"9"	-0.0648014520216996	14.8221778260733	0.638328626451874
"10"	0.140303251930751	15.9471353598345	0.315146545586669
"11"	-0.274512866597822	15.701646730947	0.0726084732223015
"12"	-0.338244911976095	12.0137183166883	0.195821693287106
"13"	-0.149093884637575	16.4797185544249	0.165216410229335
"14"	0.00484483726713535	13.8723453695116	1
"15"	-0.255901902335168	14.7436395106034	0.0839142710211324
"16"	-0.0846279637290416	13.6303509703496	0.563915287705667
"17"	-0.157722148754931	16.460873506783	0.176349309763703
"18"	0.131114313567713	16.3279363282196	0.327309199762798
"19"	0.00130118929891904	12.812543192329	1
"20"	-0.168345125881164	16.2443723478704	0.176980287542743
"21"	0.745794901067224	12.8472393469748	0.000161599851758732
"22"	1.03182728490752	12.9312286599798	1.28100648114577e-11
"23"	0.832834364703585	12.9687833605219	3.07764396411053e-06
"24"	0.750153090797355	12.9778770177917	2.27757148500221e-06
"25"	1.1257631483858	12.8865950473349	9.29556826971239e-08
